用户名,评论时间,评论内容,评分,赞同数,情感
鱼·无,2023/5/2 14:00,美术、道具、特效都不错。开头很有吸引力，中间情节和剪辑不通不和谐的地方颇多，比如想在怪物片里搞文艺；请了刘晓庆来演戏却只有站着一个姿势；几个小配角花了笔墨去铺垫但可有可无；大师姐毫无存在感等。,30,4,1
倒戈,2023/5/7 12:34,我是看了个啥,20,0,0
杜望川,2023/5/5 16:05,故事包括了主流网文的基本元素，特效也不错。但一则选了比较恶心的虫妖，二则最后觉醒大战有些潦草，没给足太岁戏份，三则完全脱离开了奇门遁甲的力量体现，所以不如第一部。,20,0,0
张轩洋,2023/4/29 16:47,原来是个低配版“毒液”,10,8,0
走道尽头,2023/5/1 21:37,久违的奇幻感，有那么些上世纪香港cult片的气质，必须夸夸刘雅瑟的古装造型，英姿飒爽又带着一股侠气和仙气。前中期的剧情展开时而突兀时而合理，结尾“梦中梦”的揭晓才知是编剧的叙述性诡计，把前面不合逻辑的剧情给圆了回来，甚至结尾还升华主题了——究竟是Ta们活在我们梦中还是我们活着Ta们的梦中。,30,1,1
bi闭嘴闭嘴,2023/4/29 19:52,"剧情不吸引我。最后男主收服太岁赶时间一样很快就情节逆转，有点突兀。
就是看个特效打斗吧",30,4,1
两元,2023/5/5 16:21,还行吧，这种网剧有时特效看着挺唬人的，但是太过纯特效了，一直觉得特效加实景才够逼真，不然容易做成动画的感觉，不管看着多牛逼。看了半天发现这是网剧奇门遁甲的第二部，不是院线版的，当然应该是一个宇宙，里面四个师父人设还是原来的，大鼻头，洗法师，道符师姐还是原来那三个演员。戏法师和上部分男主换人了。,30,0,1
缺觉,2023/5/5 16:22,特效美术真的不错，剧情再见。,20,0,0
瞎画郭,2023/5/7 15:51,真的不会被漫威告吗？,20,0,0
私物語君,2023/5/1 10:03,中国版的毒液+演员请就位。男主的演技非常适合这种台词不多，全靠画面独白来撑时长的风格。女主一直找不到自己的角色。刘晓庆这个钱是比较好赚的。没有打戏，只有CG。,10,3,0
L.C.,2023/5/6 13:27,很不错，可以用制作精良来形容，小小和吴因时间线、奶奶线都很惊喜和感动，但非要有女主祭天环节还是挺瑕疵，两个女主就真的那么不可调和非要死一个男主才能成长？女主不能拥有自己的花开吗？女人的命也是命。多一星鼓励国产玄幻。,40,0,1
海牛,2023/5/2 17:46,能看到不少流行片的影子……感觉还成。,30,0,1
hexdiad,2023/5/7 15:47,并不难看，特效在线，演技也还行，Cult也对味。值得鼓励啊！完成度比很多所谓院线大片都要高。对于网大来说，绝对是精品级别。,40,0,1
一滴水,2023/5/1 16:51,川渝好太岁，轮回奇情恋。节奏和第一部差不多,30,0,1
电影上言君,2023/5/6 9:48,国内版毒液不过分吧。虽然拍成这样也是强于第一部的。,20,0,0
Spy Liu??,2023/5/3 0:38,中国版毒液，特效还是很廉价的，虽然故事尽力在写了，不过依旧确实是网大水平,10,0,0
ILM,2023/4/30 2:35,演员相比网大，真是升级了，虽然里面很多基本工具人，过于扁平化了。剧情还行，一点小反转，挺用心的。特效不错，就是各种大虫子，有点单一。但无论如何，网大里面高配了。网大还真有些可以看看的电影，比如还有之前那个飞狐外传，还有谢苗那部盲剑客的，都挺不错,30,2,1
拐了,2023/5/1 23:08,比很多院线片要好～,30,0,1
波罗的海,2023/4/29 19:36,一句话的故事，硬编了90分钟！,10,3,0
不2良民,2023/5/8 19:07,中国奇幻片的正确打开方式，终于洗掉了诛仙的尴尬。张晓晨又骚又帅又痞颓，剧情是很动人的爱情故事，结尾的反转也完全没想到，这片完全有上院线卖个几亿的实力——发现有点迷张晓晨了，希望他永远不那么红,50,1,1
神秘列车,2023/5/2 8:25,"“还是这一套，三年了，一点长进也没有。”
三十分钟后跌到及格线以下，拿徐克的概念狂蹭，但还是不会讲故事。",10,0,0
彻夜疯歌,2023/5/3 14:02,特效堆砌，花里胡哨。N,30,0,1
一个人的七区,2023/5/1 23:35,作为网大来说，这回剧情还可以，前面埋了个大包袱到最后来个反转。可惜特效和打斗反而不如第一部。,30,1,1
四有新人,2023/5/4 16:42,这种中国元素堆满的魔幻电影，总有点粗制滥造的味道。项氏兄弟？,20,0,0
茜红柿炒蛋,2023/4/30 14:28,故事比第一部有进步，但是整体还是时不时靠煽情在拖时间，所以会习惯性冗一下，又冗一下。主演比第一部强，张晓晨和刘雅瑟的代入感比第一部的男主强了好些。但是天邪设计得不够，以刘晓庆的演技，天邪这个角色可以更复杂立体。,30,0,1
六月十五小满,2023/5/3 0:55,故事太弱了，特效设计和动作设计还可以。张晓晨可以一直拍这个IP啊。,30,0,1
梦之安魂曲,2023/5/6 22:25,勉强能看看，比1差了点。如果愿意再多花点钱的话，上个院线没问题。,30,0,1
zorro628,2023/5/2 18:59,"比一般网大好点，可以看看！一句话剧情是男主被太岁附身，加入雾隐门大战虫妖！
前面挺好，最后反转的有点俗套了！变成俩人的爱情故事，俩情侣你复活我失去记忆，我又复活你失去记忆，还忘不了你那碗打卤面！",30,0,1
劉二智,2023/4/30 22:51,还不错啊！比想象的好看的多。演员们加油呀！就是特效差了点，不过无所谓，也不是什么大制作。,30,0,1
山竹师兄,2023/5/2 20:50,守护者，是ISFJ这类人吧。,30,0,1
小菲二二,2023/5/3 0:56,特效还不错。太岁，中国人自己的毒液,20,0,0
Girrrrrrrrrl,2023/5/3 17:08,"作为网大够良心了，有刘晓庆做大反派还有做得确实很渗人的特效，虽剧情的确简单到儿戏，看到最后情侣之力大爆发没忍住尬笑了，把大蜘蛛当风筝放也很难绷，而且不由得说一句“可恶给他装到了”，不过起码捉妖什么的阴森氛围渲染得真不错，还要啥自行车？感觉居然比上了院线的前作要好看一点…

PS：男主最后那一笑怎么那么像吴京啊！",30,0,1
晓东,2023/5/2 15:19,特效有点出戏了。,30,0,1
绷带僵尸,2023/5/2 23:57,奇门遁甲之毒液,20,0,0
开心快乐每一天,2023/5/4 14:57,忘记有多少年没看这样深代沟的片子了。,10,0,0
咕叽叽,2023/5/4 22:14,一般般，但是特效还不错,20,0,0
过香积兽,2023/5/1 12:12,太帅了 网大天花板,40,2,1
杜夫特,2023/5/10 9:54,天邪（刘晓庆）：三年了，一点儿长进都没有……,30,0,1
益生菌,2023/5/1 2:25,谁在谁的梦里,30,0,1
skaz,2023/4/29 21:51,特效服化道的精致程度媲美院线 演员阵容也来了一次升级 总体来看属于网络电影领域的top级,30,1,1
Iamsupercooool,2023/5/6 0:01,好像比第一部还差一丢丢，可能因为不是在电影院看的？,30,0,1
垚子,2023/5/2 21:34,陪我爸看的,40,0,1
益生菌,2023/5/1 2:25,谁在谁的梦里,30,0,1
skaz,2023/4/29 21:51,特效服化道的精致程度媲美院线 演员阵容也来了一次升级 总体来看属于网络电影领域的top级,30,1,1
laoji2211,2023/5/2 21:43,不小心看了,10,0,0
墨澈,2023/5/4 23:26,感觉经费不足，人物凹造型造氛围的时间，比打架还长。特效一般，主要动作设计太差了。编剧里居然有徐克，这是挂名的吧。,20,0,0
Iamsupercooool,2023/5/6 0:01,好像比第一部还差一丢丢，可能因为不是在电影院看的？,30,0,1
马里扬泊列的树,2023/5/3 22:00,世界观不成体系的讲不好一个故事，导演是怎么做到一直有资金拍烂片的？,20,0,0
我叫里昂,2023/5/3 1:51,稍微比其他网大强一丢丢丢，特效比较差，也由此看出，在没有特效的年代电影制作者是多么用心，女主看着眼熟，原来是智齿里的女主角,30,0,1
王里奥,2023/5/2 20:32,咋说呢，剧情垃的一批，但是部分小细节小设定倒是很不错，再网大里属于很不错。,30,0,1
杰哥哥,2023/5/4 2:55,网大越来越漂亮了，就是故事打磨的不够好，讲故事的方法也是，特效还挺用心，就不要太在意逻辑呀，演技呀，所以剩下的就不知道能有什么了,20,0,0
lord5180,2023/4/30 20:52,上半年最好的大陆电影,50,3,1
?放下那包子,2023/4/29 22:07,黑衣人+毒液…特效还挺好，虫妖原型一定要这么吓人吗……不能美化下吗,30,0,1
魔罪神罚,2023/4/30 21:19,中国版毒液黑衣人,30,0,1
南方,2023/5/1 19:42,勉强,20,0,0
Sincerely.,2023/4/29 23:38,"被骗 我以为是徐克那个奇门遁甲的续集...（虽然那部也是烂片）毕竟爱奇艺VIP就能看 那就看着玩呗
唉 浪费时间",10,2,0
垚子,2023/5/2 21:34,陪我爸看的,40,0,1
飞逝即殇,2023/5/2 2:39,演员演技还行，刘雅瑟演技确实很不错。但剧本实在太单薄了……几个师兄弟纯纯的配角，没有半点灵魂。男主的妹妹这个分支情节有点弱，包括青楼老板娘那点煽情的部分也因为俗套而不讨喜。男女主没有半点CP感，最后原来男主就是原搭档，还是没什么CP感……,30,0,1
周白之白,2023/5/7 14:35,无聊。,10,0,0
新之助,2023/5/10 23:23,不功不过，故事没什么问题，挺清汤寡水的。,30,0,1
毛舜禹,2023/5/9 16:13,引子颇有氛围感，其他是什么义乌毒液？,20,0,0
再见,2023/4/30 6:07,看到了点星爷和东成西就味道,30,0,1
橘子汽水,2023/4/30 15:23,缺少了奇门遁甲的元素，顶多是平稳的玄幻仙侠电影剧本，其实全片的特效还算是在线的，除了最后的boss战拉垮了，是真的像调侃的一样没钱了吗，结尾倒也不必强行探讨什么梦不梦的，真没人在意。,30,1,1
咖啡不加糖,2023/4/29 22:57,懒得吐槽,30,0,1
404,2023/4/30 1:27,中国版毒液,30,0,1
春风十里不如你,2023/5/1 11:06,还行吧，为了看看刘雅瑟。,20,0,0
Stephen曹曹,2023/5/8 22:10,就冲前十分钟，就够给个4星。,40,0,1
De,2023/5/1 21:45,3.5.  你扎我！,30,0,1
Doorsing,2023/4/30 15:39,如今连网大都拍到这种程度了，那些院线烂片制造者们的脸都被打烂了吧？厂公真是慧眼识珠又善调教，张晓晨的表现甚至让新晋金像影后都黯然失色，盛世美颜引得对象一直鸡叫不断。btw，有一段竟然cosplay了《无极》里的风筝桥段，不知算致敬还是恶搞啊，哈哈??。,40,8,1
最佳配角,2023/5/1 17:36,功夫不够法器来凑，剧情简单特效来补。赶集似的节奏，人物，铺垫不重要。快餐网大，管饱。,30,0,1
海蓝,2023/4/30 20:02,有种毒液即视感，那句吃生的容易拉肚子好好笑。意外的观影体验还不错。,40,5,1
红莲与白鸟,2023/5/4 23:02,剧情很老套，特效和演员还不错,30,0,1
徐达,2023/5/2 13:44,没太多花里胡哨的，就是把简单的剧情拍好，在解密个悬案，让观众了解到之前奇怪的伏笔是怎么一回事，特效够了，改拍好的拍好。比较扎实的一部电影。,30,0,1
鱼骨,2023/5/2 13:45,尚可吧，基本算网大一线水平了。故事太多拾人牙慧的影子，《功夫》在片子里隐约可见。,30,0,1
妖精的妄想,2023/4/29 21:58,一边运动一边看的，花了这么多钱找了这么影评人来推也还是个多了30分钟的网大,10,3,0
Vince,2023/4/29 21:04,我觉得应该给5星，算是鼓励，也是给导演和剧组用心的回报！以一部完全没有流量演员的作品来说，拍成这样已经完全达到了要求，无论是气氛营造、悬念设置、剧情、还是特效，当然演技还是有待提高。,50,7,1
青岚,2023/5/2 21:23,"不错啊，好看的，有那味。相互守护的故事，很久没看到有侠气傲骨的片儿了。中间部分衔接和交代略弱。川味儿的太岁妹子很棒。
刘晓庆哦，就用用眼神也很有戏，可惜了了，这僵脸和法治问题。",40,0,1
海盗天台放映室,2023/5/5 9:13,冲着刘雅瑟看的，我以为是徐克版的二，原来网大版的续集，一我竟然还看了。怎么说呢，你要按照网大水准看，那肯定是头部，不管是特效，剧情，演员，甚至逻辑都是完整的，但剧组显然又不觉得自己仅仅是网大，可真和徐老怪的狄仁杰系列比的话，那肯定又是相形见绌的。怎么说呢，能看，不难看，但也是各种大杂烩，看完就忘了,30,0,1
嘿哈,2023/5/2 17:50,编剧居然是于奥和周铁男！收获了小时候长途大巴车上看香港b级片的快乐，完成度挺高的～,0,0,0
高人一等,2023/4/30 18:11,合格的爆米花电影 国产网络电影竟然有这样特效 让人感到非常意外和惊喜,40,2,1
??大灵铲屎官,2023/5/2 23:34,就是个国产网大缝合怪，包括不限于《毒液》《黑衣人》《寄生兽》《复仇者联盟》。。。,20,0,0
